"","ZONING_ID","old_id","use","use_final","use1","use2","use3","density_num","density_unit","note"
"3257","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Furniture, home furnishings, and equipment","commercial","Retail","Furniture, home furnishings, and equipment",NA,NA,NA
"3258","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Amusements and recreation services","commercial","Entertainment","Amusements and recreation services",NA,NA,NA
"3259","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Outdoor amusements","commercial","Entertainment","Outdoor amusements",NA,NA,NA
"3260","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Animal husbandry services","commercial","Services","Animal husbandry services",NA,NA,NA
"3261","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Personal services","commercial","Services","Personal services",NA,NA,NA
"3262","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Auto repair and service","commercial","Services","Auto repair and service",NA,NA,NA
"3263","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Professional offices","commercial","Services","Professional offices",NA,NA,NA
"3264","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Broadcasting studios","commercial","Services","Broadcasting studios",NA,NA,NA
"3265","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Repair services","commercial","Services","Repair services",NA,NA,NA
"3266","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Business support services","commercial","Services","Business support services",NA,NA,NA
"3267","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Contract construction services","commercial","Services","Contract construction services",NA,NA,NA
"3268","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Financial services","commercial","Services","Financial services",NA,NA,NA
"3269","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Secondary storage","commercial","Services","Secondary storage",NA,NA,NA
"3270","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Health care services","commercial","Services","Health care services",NA,NA,NA
"3271","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Laundries and dry cleaning plants","commercial","Services","Laundries and dry cleaning plants",NA,NA,NA
"3272","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Small scale manufacturing","commercial","Light Industrial","Small scale manufacturing",NA,NA,NA
"3273","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Warehousing","commercial","Wholesale/Storage","Warehousing",NA,NA,NA
"3274","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Vehicle storage and parking","commercial","Wholesale/Storage","Vehicle storage and parking",NA,NA,NA
"3275","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"3276","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Membership organizations","public services","General","Membership organizations",NA,NA,NA
"3277","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Churches (Religious Assembly)","public services","General","Churches (Religious Assembly)",NA,NA,NA
"3278","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Cultural facilities","public services","General","Cultural facilities",NA,NA,NA
"3279","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"3280","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,NA
"3281","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Local assembly and entertainment","public services","General","Local assembly and entertainment",NA,NA,NA
"3282","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Schools - kindergarten through secondary","public services","General","Schools - kindergarten through secondary",NA,NA,NA
"3283","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Local post office","public services","General","Local post office",NA,NA,NA
"3284","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Social service organizations","public services","General","Social service organizations",NA,NA,NA
"3285","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"3286","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"3287","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"3288","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"3289","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"3290","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Participant sports facilities","recreation","Recreation","Participant sports facilities",NA,NA,NA
"3291","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Recreation centers","recreation","Recreation","Recreation centers",NA,NA,NA
"3292","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"3293","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Group facilities","recreation","Recreation","Group facilities",NA,NA,NA
"3294","PCAP_MU_VC_TAHOMA","area_plan_76","Special Use","Visitor information centers","recreation","Recreation","Visitor information centers",NA,NA,NA
"3295","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"3296","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"3297","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"3298","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"3299","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"3300","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"3301","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"3302","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,NA
"3303","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,NA
"3304","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"3305","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"3306","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"3307","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"3308","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"3309","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"3310","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"3311","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"3312","PCAP_MU_VC_TAHOMA","area_plan_76","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"3313","PCAP_RES_TALMONT","area_plan_77","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"3314","PCAP_RES_TALMONT","area_plan_77","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"3315","PCAP_RES_TALMONT","area_plan_77","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"3316","PCAP_RES_TALMONT","area_plan_77","Special Use","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,NA
"3317","PCAP_RES_TALMONT","area_plan_77","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"3318","PCAP_RES_TALMONT","area_plan_77","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"3319","PCAP_RES_TALMONT","area_plan_77","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"3320","PCAP_RES_TALMONT","area_plan_77","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"3321","PCAP_RES_TALMONT","area_plan_77","Special Use","Participant sports facilities","recreation","Recreation","Participant sports facilities",NA,NA,NA
"3322","PCAP_RES_TALMONT","area_plan_77","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"3323","PCAP_RES_TALMONT","area_plan_77","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"3324","PCAP_RES_TALMONT","area_plan_77","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"3325","PCAP_RES_TALMONT","area_plan_77","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"3326","PCAP_RES_TALMONT","area_plan_77","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"3327","PCAP_RES_TALMONT","area_plan_77","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"3328","PCAP_RES_TALMONT","area_plan_77","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"3329","PCAP_RES_TALMONT","area_plan_77","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"3330","PCAP_RES_TALMONT","area_plan_77","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"3331","PCAP_RES_TALMONT","area_plan_77","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,NA
"3332","PCAP_RES_TALMONT","area_plan_77","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,NA
"3333","PCAP_RES_TALMONT","area_plan_77","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"3334","PCAP_RES_TALMONT","area_plan_77","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"3335","PCAP_RES_TALMONT","area_plan_77","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"3336","PCAP_RES_TALMONT","area_plan_77","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"3337","PCAP_RES_TALMONT","area_plan_77","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"3338","PCAP_RES_TALMONT","area_plan_77","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"3339","PCAP_RES_TALMONT","area_plan_77","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"3340","PCAP_RES_TALMONT","area_plan_77","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"3341","PCAP_RES_TALMONT","area_plan_77","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"3342","PCAP_RES_TAVERN_SA1","area_plan_78","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"3343","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Bed and breakfast facilities","tourist accommodation","Tourist Accommodation","Bed and breakfast facilities",NA,NA,NA
"3344","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"3345","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"3346","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,NA
"3347","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"3348","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"3349","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"3350","PCAP_RES_TAVERN_SA1","area_plan_78","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
